sha,date,event,feature,line
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,HonorPVReclaimPolicy,"-	HonorPVReclaimPolicy featuregate.Feature = "HonorPVReclaimPolicy""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,RecoverVolumeExpansionFailure,"-	RecoverVolumeExpansionFailure featuregate.Feature = "RecoverVolumeExpansionFailure""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,GRPCContainerProbe,"-	GRPCContainerProbe featuregate.Feature = "GRPCContainerProbe""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,LegacyServiceAccountTokenNoAutoGeneration,"-	LegacyServiceAccountTokenNoAutoGeneration featuregate.Feature = "LegacyServiceAccountTokenNoAutoGeneration""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,TopologyAwareHints,"+	TopologyAwareHints featuregate.Feature = "TopologyAwareHints""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,MinDomainsInPodTopologySpread,"-	MinDomainsInPodTopologySpread featuregate.Feature = "MinDomainsInPodTopologySpread""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,TopologyManager,"+	TopologyManager featuregate.Feature = "TopologyManager""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ServiceIPStaticSubrange,"-	ServiceIPStaticSubrange featuregate.Feature = "ServiceIPStaticSubrange""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,VolumeCapacityPriority,"+	VolumeCapacityPriority featuregate.Feature = "VolumeCapacityPriority""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,NodeOutOfServiceVolumeDetach,"-	NodeOutOfServiceVolumeDetach featuregate.Feature = "NodeOutOfServiceVolumeDetach""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,VolumeSubpath,"+	VolumeSubpath featuregate.Feature = "VolumeSubpath""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,MaxUnavailableStatefulSet,"-	MaxUnavailableStatefulSet featuregate.Feature = "MaxUnavailableStatefulSet""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,WinDSR,"+	WinDSR featuregate.Feature = "WinDSR""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,NetworkPolicyStatus,"-	NetworkPolicyStatus featuregate.Feature = "NetworkPolicyStatus""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,WinOverlay,"+	WinOverlay featuregate.Feature = "WinOverlay""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CronJobTimeZone,"-	CronJobTimeZone featuregate.Feature = "CronJobTimeZone""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,WindowsEndpointSliceProxying,"+	WindowsEndpointSliceProxying featuregate.Feature = "WindowsEndpointSliceProxying""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSINodeExpandSecret,"-	CSINodeExpandSecret featuregate.Feature = "CSINodeExpandSecret""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,WindowsHostProcessContainers,"+	WindowsHostProcessContainers featuregate.Feature = "WindowsHostProcessContainers""
c74b3937719c588d0b5e11cbab5528de6f39587e,2022-04-01,added,CSINodeExpandSecret,"+	CSINodeExpandSecret featuregate.Feature = "CSINodeExpandSecret""
495b01ef6c5a5390fa44d9ffed00513a6d2263ef,2022-04-03,added,CronJobTimeZone,"+	CronJobTimeZone featuregate.Feature = "CronJobTimeZone""
1108bed7631f545d43530aa697175d243b99610b,2022-03-30,removed,PodHostIPs,"-	PodHostIPs featuregate.Feature = "PodHostIPs""
61b3c028ba618a939559c39befb546ae5e5fd0b9,2022-03-30,added,PodHostIPs,"+	PodHostIPs featuregate.Feature = "PodHostIPs""
42a12010829962c6e87cee8e4bc217d39d7a8043,2022-03-29,added,NetworkPolicyStatus,"+	NetworkPolicyStatus featuregate.Feature = "NetworkPolicyStatus""
357203d992bb9b0cf9685f878d8635cf3277bef9,2019-08-30,added,MaxUnavailableStatefulSet,"+	MaxUnavailableStatefulSet featuregate.Feature = "MaxUnavailableStatefulSet""
c00975370a5bf81328dc56396ee05edc7306e238,2022-03-26,added,NodeOutOfServiceVolumeDetach,"+	NodeOutOfServiceVolumeDetach featuregate.Feature = "NodeOutOfServiceVolumeDetach""
ec0881a92062ab664777469493c1ec53e454226f,2022-01-11,added,ServiceIPStaticSubrange,"+	ServiceIPStaticSubrange featuregate.Feature = "ServiceIPStaticSubrange""
3b13e9445a3bf86c94781c898f224e6690399178,2022-02-23,added,MinDomainsInPodTopologySpread,"+	MinDomainsInPodTopologySpread featuregate.Feature = "MinDomainsInPodTopologySpread""
fb6c727fde3f0b74e680ded3441a8ea9633eaa5f,2022-02-23,added,LegacyServiceAccountTokenNoAutoGeneration,"+	LegacyServiceAccountTokenNoAutoGeneration featuregate.Feature = "LegacyServiceAccountTokenNoAutoGeneration""
b3444cd7e856708cea2f4cdc284a9a555db4993f,2022-02-10,removed,SetHostnameAsFQDN,"-	SetHostnameAsFQDN featuregate.Feature = "SetHostnameAsFQDN""
0447c48affcc996ce83c3e50f643608b1215ed50,2022-01-17,removed,HugePageStorageMediumSize,"-	HugePageStorageMediumSize featuregate.Feature = "HugePageStorageMediumSize""
65b309c76d8bba820f08a483d4dd80f55dbc441d,2022-01-14,removed,CSIMigrationRBD,"-	CSIMigrationRBD featuregate.Feature = "CSIMigrationRBD""
65b309c76d8bba820f08a483d4dd80f55dbc441d,2022-01-14,added,csiMigrationRBD,"+	CSIMigrationRBD featuregate.Feature = "csiMigrationRBD""
4b1d9d80da7669c39c0cfd3321dbeae78a6ef60e,2022-01-14,removed,csiMigrationRBD,"-	CSIMigrationRBD featuregate.Feature = "csiMigrationRBD""
4b1d9d80da7669c39c0cfd3321dbeae78a6ef60e,2022-01-14,added,CSIMigrationRBD,"+	CSIMigrationRBD featuregate.Feature = "CSIMigrationRBD""
5f2f5405b4e9cc722e8732358ba461bc041281b1,2022-01-14,removed,csiMigrationRBD,"-	CSIMigrationRBD featuregate.Feature = "csiMigrationRBD""
5f2f5405b4e9cc722e8732358ba461bc041281b1,2022-01-14,added,CSIMigrationRBD,"+	CSIMigrationRBD featuregate.Feature = "CSIMigrationRBD""
e805e646e368089c15a0e5893f315ff2d2cb440e,2021-12-21,removed,ImmutableEphemeralVolumes,"-	ImmutableEphemeralVolumes featuregate.Feature = "ImmutableEphemeralVolumes""
d8a99384608b90b30895716a9ccd37f26e5e04f3,2021-12-08,removed,RuntimeClass,"-	RuntimeClass featuregate.Feature = "RuntimeClass""
f3c37c2c8232657521af2ac8f0632861358269c6,2021-12-06,removed,NamespaceDefaultLabelName,"-	NamespaceDefaultLabelName featuregate.Feature = "NamespaceDefaultLabelName""
0f5ffe6cf82c0dcf5abfec58e67f1825a3fdd04e,2021-03-03,added,StatefulSetAutoDeletePVC,"+	StatefulSetAutoDeletePVC featuregate.Feature = "StatefulSetAutoDeletePVC""
b7affcced15923b8a45510301a90542eec232c49,2021-11-16,added,GRPCContainerProbe,"+	GRPCContainerProbe featuregate.Feature = "GRPCContainerProbe""
d82f6069708ff25ecff48464bee82bc570b55641,2021-11-17,added,GracefulNodeShutdownBasedOnPodPriority,"+	GracefulNodeShutdownBasedOnPodPriority featuregate.Feature = "GracefulNodeShutdownBasedOnPodPriority""
3af11fc12dcd4121e70f6227b52b40a9c4e42507,2021-06-22,added,CSIMigrationPortworx,"+	CSIMigrationPortworx featuregate.Feature = "CSIMigrationPortworx""
3af11fc12dcd4121e70f6227b52b40a9c4e42507,2021-06-22,added,InTreePluginPortworxUnregister,"+	InTreePluginPortworxUnregister featuregate.Feature = "InTreePluginPortworxUnregister""
63fffd37b1f39a661d00b5ed11097c616850a80d,2021-11-12,added,RecoverVolumeExpansionFailure,"+	RecoverVolumeExpansionFailure featuregate.Feature = "RecoverVolumeExpansionFailure""
7c40eb9ae0c2f1f5abec805a7cd1b0db780d0f60,2021-10-27,added,csiMigrationRBD,"+	CSIMigrationRBD featuregate.Feature = "csiMigrationRBD""
7c40eb9ae0c2f1f5abec805a7cd1b0db780d0f60,2021-10-27,added,InTreePluginRBDUnregister,"+	InTreePluginRBDUnregister featuregate.Feature = "InTreePluginRBDUnregister""
bfd5f23a0b36f16f12ac1a132e325b5d59d888be,2021-10-19,added,HonorPVReclaimPolicy,"+	HonorPVReclaimPolicy featuregate.Feature = "HonorPVReclaimPolicy""
cd85d4b3fb0a7c07ba0a6a5b511627eb7c1d85e4,2021-06-10,added,PodAndContainerStatsFromCRI,"+	PodAndContainerStatsFromCRI featuregate.Feature = "PodAndContainerStatsFromCRI""
8d97eaf48cba0e07e13688c810e99181d6947811,2021-10-14,added,IdentifyPodOS,"+	IdentifyPodOS featuregate.Feature = "IdentifyPodOS""
1bff5eb44d9897e12aff3ea10f5a856580158278,2021-09-08,added,JobReadyPods,"+	JobReadyPods featuregate.Feature = "JobReadyPods""
335817cbce9fe74fc40047c1f8ce8883265c6807,2021-10-04,added,JobMutableNodeSchedulingDirectives,"+	JobMutableNodeSchedulingDirectives featuregate.Feature = "JobMutableNodeSchedulingDirectives""
a3710187f0c53d9714f72a86d409c42b8ccb17aa,2021-10-04,added,VolumeSubpath,"+	VolumeSubpath featuregate.Feature = "VolumeSubpath""
e61b9016289109cb54a81e38090ac04b2a3b2dc2,2021-09-24,removed,NodeLease,"-	NodeLease featuregate.Feature = "NodeLease""
444001ed44351b4e427955f4a2f4366bc25727f2,2021-09-30,removed,CronJobControllerV2,"-	CronJobControllerV2 featuregate.Feature = "CronJobControllerV2""
077c0aa1be079d59e97cac50f44b64244590135b,2021-09-14,added,CPUManagerPolicyAlphaOptions,"+	CPUManagerPolicyAlphaOptions featuregate.Feature = "CPUManagerPolicyAlphaOptions""
077c0aa1be079d59e97cac50f44b64244590135b,2021-09-14,added,CPUManagerPolicyBetaOptions,"+	CPUManagerPolicyBetaOptions featuregate.Feature = "CPUManagerPolicyBetaOptions""
d6f4c03e4b87e0b483ec3f129e1fa248f0e2848d,2021-08-05,removed,BoundServiceAccountTokenVolume,"-	BoundServiceAccountTokenVolume featuregate.Feature = "BoundServiceAccountTokenVolume""
beb17fe10bba63c50ef35b8b78a468051dfa9da2,2021-09-17,removed,VolumeSubpath,"-	VolumeSubpath featuregate.Feature = "VolumeSubpath""
5eae896d71aa807881f3db1ade4020c8ca80a5bc,2021-07-20,removed,AllowInsecureBackendProxy,"-	AllowInsecureBackendProxy featuregate.Feature = "AllowInsecureBackendProxy""
a947c32783e9027922762d6f76f5c27926f9bc0a,2021-05-27,added,DisableKubeletCloudCredentialProviders,"+	DisableKubeletCloudCredentialProviders featuregate.Feature = "DisableKubeletCloudCredentialProviders""
a04a98154e5359f95e2682ba6af043ef34139f1e,2021-08-05,removed,StartupProbe,"-	StartupProbe featuregate.Feature = "StartupProbe""
b5d18f158ce8ab92977e368c8d023979cff9c0bd,2021-08-05,removed,SupportPodPidsLimit,"-	SupportPodPidsLimit featuregate.Feature = "SupportPodPidsLimit""
b5d18f158ce8ab92977e368c8d023979cff9c0bd,2021-08-05,removed,SupportNodePidsLimit,"-	SupportNodePidsLimit featuregate.Feature = "SupportNodePidsLimit""
94a58a3b1465490533331234a4a071dce9f5e50e,2021-08-04,removed,Sysctls,"-	Sysctls featuregate.Feature = "Sysctls""
fb5b966a88a4f32563cb8963a5cb0752bdef25d9,2021-07-15,removed,StatefulSetAutoDeletePVC,"-	StatefulSetAutoDeletePVC featuregate.Feature = "StatefulSetAutoDeletePVC""
7911a08fb315b459e2fccec0e7ec7ce28abc3f7c,2021-07-14,removed,ServiceAccountIssuerDiscovery,"-	ServiceAccountIssuerDiscovery featuregate.Feature = "ServiceAccountIssuerDiscovery""
642eff0c69db98f54e7d2cc8be62cf4292c75705,2021-07-07,removed,NodeSwapEnabled,"-	NodeSwapEnabled featuregate.Feature = "NodeSwapEnabled""
642eff0c69db98f54e7d2cc8be62cf4292c75705,2021-07-07,added,NodeSwap,"+	NodeSwap featuregate.Feature = "NodeSwap""
995278c9fbb80cb15136c68970b384cc91030397,2021-07-08,added,ControllerManagerLeaderMigration,"+	ControllerManagerLeaderMigration featuregate.Feature = "ControllerManagerLeaderMigration""
c5cb263dcf26d014ba3df161caf88d3176b43275,2021-05-04,added,CPUManagerPolicyOptions,"+	CPUManagerPolicyOptions featuregate.Feature = "CPUManagerPolicyOptions""
bb56a0bd04891ae0a4aebeaeb4d145b32d9ad2d9,2021-01-18,added,JobTrackingWithFinalizers,"+	JobTrackingWithFinalizers featuregate.Feature = "JobTrackingWithFinalizers""
c3d9b10ca834b88516c6e059eb038eae19266ddf,2021-06-17,added,MemoryQoS,"+	MemoryQoS featuregate.Feature = "MemoryQoS""
b16323e37ce8b30b1767eb9ab56db7836ba83aa8,2021-05-24,added,KubeletInUserNamespace,"+	KubeletInUserNamespace featuregate.Feature = "KubeletInUserNamespace""
99700f7faff5386271a90a33fa77e122600f7661,2021-06-23,added,DelegateFSGroupToCSIDriver,"+	DelegateFSGroupToCSIDriver featuregate.Feature = "DelegateFSGroupToCSIDriver""
cd91e59f7c351fce47c064a5162c2cb79075159c,2021-06-25,added,CSRDuration,"+	CSRDuration featuregate.Feature = "CSRDuration""
0dd4ce40adc8e2f51de6ca16b1f18a0e89503ee4,2021-06-11,added,NodeSwapEnabled,"+	NodeSwapEnabled featuregate.Feature = "NodeSwapEnabled""
48ba5020a28d7f8e5a8e23dff0b847b56014482b,2021-05-11,added,ReadWriteOncePod,"+	ReadWriteOncePod featuregate.Feature = "ReadWriteOncePod""
65a42a483cd670311a450f134b68c175c0f70e83,2021-06-22,added,PodSecurity,"+	PodSecurity featuregate.Feature = "PodSecurity""
0cdd8c1c109ae8c578731985bb782f186a76fc74,2021-06-25,removed,ServiceAppProtocol,"-	ServiceAppProtocol featuregate.Feature = "ServiceAppProtocol""
0feba0c4eec86a65500ef2c0043f2c3b148f4685,2021-03-03,added,StatefulSetAutoDeletePVC,"+	StatefulSetAutoDeletePVC featuregate.Feature = "StatefulSetAutoDeletePVC""
8b7003aff4c81f124851041eafb8899ea7e83ffd,2021-05-12,added,SeccompDefault,"+	SeccompDefault featuregate.Feature = "SeccompDefault""
b6c75bee15e150628fcc240ab32dba6190d254e4,2021-06-22,removed,BalanceAttachedNodeVolumes,"-	BalanceAttachedNodeVolumes featuregate.Feature = "BalanceAttachedNodeVolumes""
25e2c92733c4a5c86974570111ec0f6c20320022,2021-04-29,added,ProxyTerminatingEndpoints,"+	ProxyTerminatingEndpoints featuregate.Feature = "ProxyTerminatingEndpoints""
8c376426f3e3ab0fd995db87a0688db787807a32,2021-05-28,removed,ServiceTopology,"-	ServiceTopology featuregate.Feature = "ServiceTopology""
1bf8edfdd4404166f4ee7f0319613dd9a5621490,2021-06-02,removed,LegacyNodeRoleBehavior,"-	LegacyNodeRoleBehavior featuregate.Feature = "LegacyNodeRoleBehavior""
1bf8edfdd4404166f4ee7f0319613dd9a5621490,2021-06-02,removed,ServiceNodeExclusion,"-	ServiceNodeExclusion featuregate.Feature = "ServiceNodeExclusion""
1bf8edfdd4404166f4ee7f0319613dd9a5621490,2021-06-02,removed,NodeDisruptionExclusion,"-	NodeDisruptionExclusion featuregate.Feature = "NodeDisruptionExclusion""
6317ce63c6ae33b15e90ac7eb6fbbd9d6cae72c3,2021-05-24,added,ExpandedDNSConfig,"+	ExpandedDNSConfig featuregate.Feature = "ExpandedDNSConfig""
d11cc95376c0e89f67a682974b78f19b320c8db1,2021-05-24,added,StatefulSetMinReadySeconds,"+	StatefulSetMinReadySeconds featuregate.Feature = "StatefulSetMinReadySeconds""
5d57b3794c1a08b707d8ac6857bcb93cdd4975f0,2021-03-11,added,DisableCloudProviders,"+	DisableCloudProviders featuregate.Feature = "DisableCloudProviders""
ffed017b768439b8bc2133e15ca109210a45656f,2021-02-23,added,WindowsHostProcessContainers,"+	WindowsHostProcessContainers featuregate.Feature = "WindowsHostProcessContainers""
330fee13506ebd98f9a18e54042942ff51aee7dc,2021-05-07,removed,RunAsGroup,"-	RunAsGroup featuregate.Feature = "RunAsGroup""
fa1a4100c6c30f0053acf2547a4012b7d724503d,2021-04-20,removed,CSIMigrationvSphereComplete,"-	CSIMigrationvSphereComplete featuregate.Feature = "CSIMigrationvSphereComplete""
b2e6df1e3aa260ba238828872e780c27007a5b0b,2021-04-28,removed,RootCAConfigMap,"-	RootCAConfigMap featuregate.Feature = "RootCAConfigMap""
bdb99c5f165a84e1908e561f14f412b8bbb04d01,2021-04-28,removed,CRIContainerLogRotation,"-	CRIContainerLogRotation featuregate.Feature = "CRIContainerLogRotation""
8492301b93e728533f7404cbd0c530b1923673c6,2021-04-27,removed,VolumeSnapshotDataSource,"-	VolumeSnapshotDataSource featuregate.Feature = "VolumeSnapshotDataSource""
1c5e08aa790ce790580570b3a53b0248c23f861d,2021-04-25,removed,ExternalPolicyForExternalIP,"-	ExternalPolicyForExternalIP featuregate.Feature = "ExternalPolicyForExternalIP""
361cc61a2e16e98e83d9e27a0c2c67faa4ee2591,2021-04-22,removed,SCTPSupport,"-	SCTPSupport featuregate.Feature = "SCTPSupport""
c88512d34f8d4b9fb643ef2100ad5857deb2ae95,2021-03-09,added,ProbeTerminationGracePeriod,"+	ProbeTerminationGracePeriod featuregate.Feature = "ProbeTerminationGracePeriod""
edc1c62471d710d246ca0647375fa62cf6f2cdb8,2021-03-10,added,CSIVolumeHealth,"+	CSIVolumeHealth featuregate.Feature = "CSIVolumeHealth""
d7a30e1b089d0b7705a454c13d7d767762611e4f,2021-02-04,added,KubeletPodResourcesGetAllocatable,"+	KubeletPodResourcesGetAllocatable featuregate.Feature = "KubeletPodResourcesGetAllocatable""
c94ce8c5079e00fb11ca6c33170c97167570bdfa,2021-03-08,added,NamespaceDefaultLabelName,"+	NamespaceDefaultLabelName featuregate.Feature = "NamespaceDefaultLabelName""
fe43948d44207c650ebdf32a106e2053e31ed7d1,2021-03-05,added,TopologyAwareHints,"+	TopologyAwareHints featuregate.Feature = "TopologyAwareHints""
a0844da8f799e6f360193ecfd02c84d61a62958b,2021-03-08,added,SuspendJob,"+	SuspendJob featuregate.Feature = "SuspendJob""
7ed2f1d94d694c6c4fdb4629638c38b1cbda7288,2020-11-15,added,ServiceInternalTrafficPolicy,"+	ServiceInternalTrafficPolicy featuregate.Feature = "ServiceInternalTrafficPolicy""
a7fc92089a42aff0c2f10d56b0ee290440adfbc4,2021-03-06,added,IngressClassNamespacedParams,"+	IngressClassNamespacedParams featuregate.Feature = "IngressClassNamespacedParams""
a8d105ab724ccdb45b4ff380d84fd356e833991e,2020-11-26,added,LogarithmicScaleDown,"+	LogarithmicScaleDown featuregate.Feature = "LogarithmicScaleDown""
61a44d0dbeb664c948c76441caad9dd8b59dfa61,2020-11-08,added,VolumeCapacityPriority,"+	VolumeCapacityPriority featuregate.Feature = "VolumeCapacityPriority""
72da0b1bb06607f3f3e067f1bb5ce329ec861e1b,2021-01-20,added,ServiceLoadBalancerClass,"+	ServiceLoadBalancerClass featuregate.Feature = "ServiceLoadBalancerClass""
3c5f018f8e73bd6b1d84529cda06f6c3c204d274,2021-01-26,added,PodAffinityNamespaceSelector,"+	PodAffinityNamespaceSelector featuregate.Feature = "PodAffinityNamespaceSelector""
a1a5868a5ae8c18df39b386d2424ff04c89826fb,2020-12-30,added,IndexedJob,"+	IndexedJob featuregate.Feature = "IndexedJob""
d7e80ab0388c0e9c7e2945c9ed4d7a27e328a6d4,2021-02-17,added,PodDeletionCost,"+	PodDeletionCost featuregate.Feature = "PodDeletionCost""
d7fbf4436130336f0dc686efff09fa878feb15cf,2021-01-13,removed,CSIDriverRegistry,"-	CSIDriverRegistry featuregate.Feature = "CSIDriverRegistry""
d7fbf4436130336f0dc686efff09fa878feb15cf,2021-01-13,removed,BlockVolume,"-	BlockVolume featuregate.Feature = "BlockVolume""
d7fbf4436130336f0dc686efff09fa878feb15cf,2021-01-13,removed,CSIBlockVolume,"-	CSIBlockVolume featuregate.Feature = "CSIBlockVolume""
93accb51e4c24bc36b730812a44381b7780ca918,2020-10-08,added,MemoryManager,"+	MemoryManager featuregate.Feature = "MemoryManager""
b7c82bb83c1b3933b99fbc5fdcffa59fd6441617,2021-02-02,added,NetworkPolicyEndPort,"+	NetworkPolicyEndPort featuregate.Feature = "NetworkPolicyEndPort""
21608e49a7df17eb9c411ec9057c830cebf65cc2,2020-11-12,removed,WindowsGMSA,"-	WindowsGMSA featuregate.Feature = "WindowsGMSA""
21608e49a7df17eb9c411ec9057c830cebf65cc2,2020-11-12,removed,WindowsRunAsUserName,"-	WindowsRunAsUserName featuregate.Feature = "WindowsRunAsUserName""
6d800ffe0704c58865ec2a1cb611209f6d5731d8,2020-07-17,added,PreferNominatedNode,"+	PreferNominatedNode featuregate.Feature = "PreferNominatedNode""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,removed,CSIMigrationGCEComplete,"-	CSIMigrationGCEComplete featuregate.Feature = "CSIMigrationGCEComplete""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,added,InTreePluginGCEUnregister,"+	InTreePluginGCEUnregister featuregate.Feature = "InTreePluginGCEUnregister""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,removed,CSIMigrationAWSComplete,"-	CSIMigrationAWSComplete featuregate.Feature = "CSIMigrationAWSComplete""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,added,InTreePluginAWSUnregister,"+	InTreePluginAWSUnregister featuregate.Feature = "InTreePluginAWSUnregister""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,removed,CSIMigrationAzureDiskComplete,"-	CSIMigrationAzureDiskComplete featuregate.Feature = "CSIMigrationAzureDiskComplete""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,added,InTreePluginAzureDiskUnregister,"+	InTreePluginAzureDiskUnregister featuregate.Feature = "InTreePluginAzureDiskUnregister""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,removed,CSIMigrationAzureFileComplete,"-	CSIMigrationAzureFileComplete featuregate.Feature = "CSIMigrationAzureFileComplete""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,added,InTreePluginAzureFileUnregister,"+	InTreePluginAzureFileUnregister featuregate.Feature = "InTreePluginAzureFileUnregister""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,added,InTreePluginvSphereUnregister,"+	InTreePluginvSphereUnregister featuregate.Feature = "InTreePluginvSphereUnregister""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,added,CSIMigrationOpenStack,"+	CSIMigrationOpenStack featuregate.Feature = "CSIMigrationOpenStack""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,added,InTreePluginOpenStackUnregister,"+	InTreePluginOpenStackUnregister featuregate.Feature = "InTreePluginOpenStackUnregister""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,removed,CSIMigrationOpenStack,"-	CSIMigrationOpenStack featuregate.Feature = "CSIMigrationOpenStack""
bda557b4bc3f5ec655d32a9ec23345ed9c77147b,2021-01-20,removed,CSIMigrationOpenStackComplete,"-	CSIMigrationOpenStackComplete featuregate.Feature = "CSIMigrationOpenStackComplete""
ea9df6361be0fe9e3f890cb521d9ccde9e467b82,2020-12-09,removed,HyperVContainer,"-	HyperVContainer featuregate.Feature = "HyperVContainer""
4a232697787335f54114473124da8b79ecf40a20,2020-11-06,added,DaemonSetUpdateSurge,"+	DaemonSetUpdateSurge featuregate.Feature = "DaemonSetUpdateSurge""
a405ec83912c1bc94ee3de681ad96e49c6d405bc,2020-12-15,removed,RotateKubeletClientCertificate,"-	RotateKubeletClientCertificate featuregate.Feature = "RotateKubeletClientCertificate""
a405ec83912c1bc94ee3de681ad96e49c6d405bc,2020-12-15,removed,AttachVolumeLimit,"-	AttachVolumeLimit featuregate.Feature = "AttachVolumeLimit""
a405ec83912c1bc94ee3de681ad96e49c6d405bc,2020-12-15,removed,VolumePVCDataSource,"-	VolumePVCDataSource featuregate.Feature = "VolumePVCDataSource""
a405ec83912c1bc94ee3de681ad96e49c6d405bc,2020-12-15,removed,EvenPodsSpread,"-	EvenPodsSpread featuregate.Feature = "EvenPodsSpread""
bc432124a249a6f1f875fb3cf18aa05ca469743f,2020-11-13,removed,CSINodeInfo,"-	CSINodeInfo featuregate.Feature = "CSINodeInfo""
6ba3045176245d107e42d178bfcd259175d3ed54,2020-12-09,removed,TokenRequest,"-	TokenRequest featuregate.Feature = "TokenRequest""
6ba3045176245d107e42d178bfcd259175d3ed54,2020-12-09,removed,TokenRequestProjection,"-	TokenRequestProjection featuregate.Feature = "TokenRequestProjection""
c970a46bc1bcc100bbbfabd5c12bd4c5d87f8aea,2020-11-13,added,MixedProtocolLBService,"+	MixedProtocolLBService featuregate.Feature = "MixedProtocolLBService""
1f4d852f2f46ab203ca37f0059506d6f993ae3ea,2020-11-04,added,ServiceLBNodePortControl,"+	ServiceLBNodePortControl featuregate.Feature = "ServiceLBNodePortControl""
f6f43adc3ebd5fa614cc7e609e44ba414895dac2,2020-11-13,removed,AttachVolumeLimit,"-	AttachVolumeLimit featuregate.Feature = "AttachVolumeLimit""
16f71c6d47843c359e78c0eea2f34814f4cf055b,2020-11-02,added,GracefulNodeShutdown,"+	GracefulNodeShutdown featuregate.Feature = "GracefulNodeShutdown""
d2859cd89b0ec00054219ed9988c6dccff39a0c8,2020-07-09,added,CSIServiceAccountToken,"+	CSIServiceAccountToken featuregate.Feature = "CSIServiceAccountToken""
e9573eef4c918043b497068e5d018f36c9b65f6b,2020-11-10,added,EndpointSliceNodeName,"+	EndpointSliceNodeName featuregate.Feature = "EndpointSliceNodeName""
d29665cc17f05fbb66ea4b77d2fefbf39abd4e82,2020-11-11,removed,LoadBalancerIPMode,"-	LoadBalancerIPMode featuregate.Feature = "LoadBalancerIPMode""
8d7dd4415e28bded77667ce857e1c58016f9ab3a,2020-10-11,added,CronJobControllerV2,"+	CronJobControllerV2 featuregate.Feature = "CronJobControllerV2""
45bd6cb186c05eb3a6cdb2cc4927bbcb50a8ff74,2020-11-06,added,DownwardAPIHugePages,"+	DownwardAPIHugePages featuregate.Feature = "DownwardAPIHugePages""
ab04386e8f7b12888ea37c5793de4218be6cb7e5,2020-11-10,added,KubeletCredentialProviders,"+	KubeletCredentialProviders featuregate.Feature = "KubeletCredentialProviders""
0b6ef2123371fc88643ba1cae24c22dd566d64ad,2020-10-13,added,ExecProbeTimeout,"+	ExecProbeTimeout featuregate.Feature = "ExecProbeTimeout""
0153b96ab8ad969b340b869fa27d3ecc38348bdc,2020-10-22,added,LoadBalancerIPMode,"+	LoadBalancerIPMode featuregate.Feature = "LoadBalancerIPMode""
7eb37a7497ba66362270d2de9ae00fed958c60bb,2020-09-02,added,SizeMemoryBackedVolumes,"+	SizeMemoryBackedVolumes featuregate.Feature = "SizeMemoryBackedVolumes""
9a7c3c4c344ad2fbd3191aadf6b4ed4e61083b3b,2020-10-29,added,EndpointSliceTerminatingCondition,"+	EndpointSliceTerminatingCondition featuregate.Feature = "EndpointSliceTerminatingCondition""
d40f0c43c403b7459ef23e93eba9ea24e4f045eb,2020-11-03,added,RootCAConfigMap,"+	RootCAConfigMap featuregate.Feature = "RootCAConfigMap""
8b691f95835ac421e60bea18f9e42dd67f49258e,2020-11-04,removed,TaintBasedEvictions,"-	TaintBasedEvictions featuregate.Feature = "TaintBasedEvictions""
