sha,date,event,feature,line
f2f4634bd35a1c34f9ff75d72c43fad4663ce8b4,2025-02-12,added,LegacySidecarContainers,"+	LegacySidecarContainers featuregate.Feature = "LegacySidecarContainers""
437cd38e19a9fab107b24cc888afa0a87ff21b87,2025-02-11,added,DisableCPUQuotaWithExclusiveCPUs,"+	DisableCPUQuotaWithExclusiveCPUs featuregate.Feature = "DisableCPUQuotaWithExclusiveCPUs""
0907f745a0df6a509a2433489c426d1ae1eddada,2025-02-06,added,OrderedNamespaceDeletion,"+	OrderedNamespaceDeletion featuregate.Feature = "OrderedNamespaceDeletion""
f7c46df6651c9d8a1b02d5fe154676df2163eab7,2024-11-04,added,DeploymentPodReplacementPolicy,"+	DeploymentPodReplacementPolicy featuregate.Feature = "DeploymentPodReplacementPolicy""
45529062e7654953f5cd2963e68dc1edb2025925,2025-01-17,removed,KubeProxyDrainingTerminatingNodes,"-	KubeProxyDrainingTerminatingNodes featuregate.Feature = "KubeProxyDrainingTerminatingNodes""
75131475fdfbf686634a841b3ee9e9cca3aff351,2025-01-07,removed,PDBUnhealthyPodEvictionPolicy,"-	PDBUnhealthyPodEvictionPolicy featuregate.Feature = "PDBUnhealthyPodEvictionPolicy""
a7be958884ddc81df5e4c4398be849fd6dbac49e,2025-01-07,removed,JobPodFailurePolicy,"-	JobPodFailurePolicy featuregate.Feature = "JobPodFailurePolicy""
a811427020ad59a31a6bdff2701e56cee12bec08,2025-01-07,removed,AppArmorFields,"-	AppArmorFields featuregate.Feature = "AppArmorFields""
7fe41da5221b215d097e930c6b7aa52e88324f66,2024-11-08,added,KubeletCrashLoopBackOffMax,"+	KubeletCrashLoopBackOffMax featuregate.Feature = "KubeletCrashLoopBackOffMax""
d7f488b5e341dec8f6ef180f488e788a4103821c,2024-10-16,added,PodLevelResources,"+	PodLevelResources featuregate.Feature = "PodLevelResources""
2d8939c4aef8f060d413bb27272ba38cd7171fbe,2024-10-22,added,InPlacePodVerticalScalingExclusiveCPUs,"+	InPlacePodVerticalScalingExclusiveCPUs featuregate.Feature = "InPlacePodVerticalScalingExclusiveCPUs""
3e595db0af9cb3f566b39736376e7038b64374c7,2024-10-02,added,DRAResourceClaimDeviceStatus,"+	DRAResourceClaimDeviceStatus featuregate.Feature = "DRAResourceClaimDeviceStatus""
6e5a3cde50c488e5a5a040de2b90cb6c31ebed8f,2024-09-14,removed,PodHostIPs,"-	PodHostIPs featuregate.Feature = "PodHostIPs""
69a8d0ec0bcd18d9eabea21f2c2b7094e05d3423,2024-10-18,added,SchedulerAsyncPreemption,"+	SchedulerAsyncPreemption featuregate.Feature = "SchedulerAsyncPreemption""
6fdacf04117cef54a0babd0945e8ef87d0f9461d,2024-10-18,added,ExternalServiceAccountTokenSigner,"+	ExternalServiceAccountTokenSigner featuregate.Feature = "ExternalServiceAccountTokenSigner""
51f7475b6a7c798fcf532eb774553f1b9c9de661,2024-10-14,added,ServiceAccountNodeAudienceRestriction,"+	ServiceAccountNodeAudienceRestriction featuregate.Feature = "ServiceAccountNodeAudienceRestriction""
389ab72725cbf9a77f06e89c497fd4203ead6789,2024-09-13,added,PodLogsQuerySplitStreams,"+	PodLogsQuerySplitStreams featuregate.Feature = "PodLogsQuerySplitStreams""
459952a067d4b7669be512d7018e92ce7fd38b25,2024-09-11,added,WindowsGracefulNodeShutdown,"+	WindowsGracefulNodeShutdown featuregate.Feature = "WindowsGracefulNodeShutdown""
0f0e27d22645f7014e525e46782741d7d975b75b,2024-10-25,added,InPlacePodVerticalScaling,"+	InPlacePodVerticalScaling featuregate.Feature = "InPlacePodVerticalScaling""
0f0e27d22645f7014e525e46782741d7d975b75b,2024-10-25,added,InPlacePodVerticalScalingAllocatedStatus,"+	InPlacePodVerticalScalingAllocatedStatus featuregate.Feature = "InPlacePodVerticalScalingAllocatedStatus""
0f0e27d22645f7014e525e46782741d7d975b75b,2024-10-25,removed,InPlacePodVerticalScaling,"-	InPlacePodVerticalScaling featuregate.Feature = "InPlacePodVerticalScaling""
c73308e90ac1a1587a2b7c95c1a199515e65851d,2024-10-03,added,SELinuxChangePolicy,"+	SELinuxChangePolicy featuregate.Feature = "SELinuxChangePolicy""
9a7e4ccab259849414fc35fb0f17328bb1b8f928,2024-10-09,added,DRAAdminAccess,"+	DRAAdminAccess featuregate.Feature = "DRAAdminAccess""
2c5a8c26182be10dce9c5e806bdad27283080ad2,2024-10-21,added,WindowsCPUAndMemoryAffinity,"+	WindowsCPUAndMemoryAffinity featuregate.Feature = "WindowsCPUAndMemoryAffinity""
f1f9e7b398737d9ce176d08124af66095f1f2630,2024-10-17,added,PodLifecycleSleepActionAllowZero,"+	PodLifecycleSleepActionAllowZero featuregate.Feature = "PodLifecycleSleepActionAllowZero""
d62ee4ab5f732a81053458a176b75069e8c588ea,2024-09-05,removed,HPAContainerMetrics,"-	HPAContainerMetrics featuregate.Feature = "HPAContainerMetrics""
b1f290d444f75b351f77f4d3292bbf557ae1cc45,2024-09-29,added,KubeletFineGrainedAuthz,"+	KubeletFineGrainedAuthz featuregate.Feature = "KubeletFineGrainedAuthz""
06321f4a0e6f4e081675a9ff0fd37dbf8adba61b,2024-10-16,added,AllowServiceLBStatusOnNonLB,"+	AllowServiceLBStatusOnNonLB featuregate.Feature = "AllowServiceLBStatusOnNonLB""
b690c4fe157a7c206505099626e43489025eb4ef,2024-10-16,removed,SizeMemoryBackedVolumes,"-	SizeMemoryBackedVolumes featuregate.Feature = "SizeMemoryBackedVolumes" // remove in 1.35"
b690c4fe157a7c206505099626e43489025eb4ef,2024-10-16,added,SizeMemoryBackedVolumes,"+	SizeMemoryBackedVolumes featuregate.Feature = "SizeMemoryBackedVolumes""
1d752200af07f4ffc7d7f7e743268a999603ae69,2024-08-28,removed,SizeMemoryBackedVolumes,"-	SizeMemoryBackedVolumes featuregate.Feature = "SizeMemoryBackedVolumes""
1d752200af07f4ffc7d7f7e743268a999603ae69,2024-08-28,added,SizeMemoryBackedVolumes,"+	SizeMemoryBackedVolumes featuregate.Feature = "SizeMemoryBackedVolumes" // remove in 1.35"
f84eb5ecf894fa0fc4e0d05da52ef51d4cd723d9,2024-10-11,removed,DRAControlPlaneController,"-	DRAControlPlaneController featuregate.Feature = "DRAControlPlaneController""
de2e232a85960e33a89b6538dc9e94e2590660ee,2024-09-26,removed,CloudControllerManagerWebhook,"-	CloudControllerManagerWebhook featuregate.Feature = "CloudControllerManagerWebhook""
a20039f3d44901f4e23bba297889d39b3f9abb9b,2024-09-25,added,RecursiveReadOnlyMounts,"+	RecursiveReadOnlyMounts featuregate.Feature = "RecursiveReadOnlyMounts""
a20039f3d44901f4e23bba297889d39b3f9abb9b,2024-09-25,added,StorageNamespaceIndex,"+	StorageNamespaceIndex featuregate.Feature = "StorageNamespaceIndex""
a20039f3d44901f4e23bba297889d39b3f9abb9b,2024-09-25,removed,StorageNamespaceIndex,"-	StorageNamespaceIndex featuregate.Feature = "StorageNamespaceIndex""
a20039f3d44901f4e23bba297889d39b3f9abb9b,2024-09-25,removed,RecursiveReadOnlyMounts,"-	RecursiveReadOnlyMounts featuregate.Feature = "RecursiveReadOnlyMounts""
7c85784b9f5007d8c8d85f6929309cde09ecedc7,2024-01-20,added,AllowOverwriteTerminationGracePeriodSeconds,"+	AllowOverwriteTerminationGracePeriodSeconds featuregate.Feature = "AllowOverwriteTerminationGracePeriodSeconds""
a5641b33c978aea730a224d27efd1f3b9e1ee536,2024-09-05,removed,CrossNamespaceVolumeDataSource,"-	CrossNamespaceVolumeDataSource featuregate.Feature = "CrossNamespaceVolumeDataSource""
a5641b33c978aea730a224d27efd1f3b9e1ee536,2024-09-05,added,CrossNamespaceVolumeDataSource,"+	CrossNamespaceVolumeDataSource featuregate.Feature = "CrossNamespaceVolumeDataSource""
8e3adc4df64d5b382c8916610313ce25e0df8e28,2024-09-12,added,RelaxedDNSSearchValidation,"+	RelaxedDNSSearchValidation featuregate.Feature = "RelaxedDNSSearchValidation""
4367bae2f5e1fe5206dab97f6f0e724557c3a902,2024-09-06,removed,RetryGenerateName,"-	RetryGenerateName featuregate.Feature = "RetryGenerateName""
d5d5bf9f59eda8ca2fd8c6bf8a5e908956ec8c5d,2024-09-05,removed,NodeOutOfServiceVolumeDetach,"-	NodeOutOfServiceVolumeDetach featuregate.Feature = "NodeOutOfServiceVolumeDetach""
c2a3009018c4a1d7442ac9ff92ab3347abaa9f1a,2024-09-05,removed,MinDomainsInPodTopologySpread,"-	MinDomainsInPodTopologySpread featuregate.Feature = "MinDomainsInPodTopologySpread""
8d32f22be4b02ed0b5cb7f8377753cd2e7af0632,2024-09-05,removed,NewVolumeManagerReconstruction,"-	NewVolumeManagerReconstruction featuregate.Feature = "NewVolumeManagerReconstruction""
c7e4e831dd580961130750467bc35bfb871bc748,2024-07-23,added,KubeletRegistrationGetOnExistsOnly,"+	KubeletRegistrationGetOnExistsOnly featuregate.Feature = "KubeletRegistrationGetOnExistsOnly""
128e189fcd0efd369059593dae55dc317a89a4b8,2024-08-21,removed,AllowServiceLBStatusOnNonLB,"-	AllowServiceLBStatusOnNonLB featuregate.Feature = "AllowServiceLBStatusOnNonLB""
295ecc19d41fa59b1f4400a2f4b50d7830fd0f9c,2024-08-21,removed,StableLoadBalancerNodeSet,"-	StableLoadBalancerNodeSet featuregate.Feature = "StableLoadBalancerNodeSet""
aa3572d8603ecea521abff7e343b1f3752180034,2024-08-21,removed,CloudDualStackNodeIPs,"-	CloudDualStackNodeIPs featuregate.Feature = "CloudDualStackNodeIPs""
91c48ab949edb6688e25b4737e4fd147be1e32c6,2024-08-21,removed,LegacyServiceAccountTokenCleanUp,"-	LegacyServiceAccountTokenCleanUp featuregate.Feature = "LegacyServiceAccountTokenCleanUp""
a7af8302095006e52f70f73ac0d7aaef30df785e,2024-07-29,removed,DisableKubeletCSRAdmissionValidation,"-	DisableKubeletCSRAdmissionValidation featuregate.Feature = "DisableKubeletCSRAdmissionValidation""
a7af8302095006e52f70f73ac0d7aaef30df785e,2024-07-29,added,AllowInsecureKubeletCertificateSigningRequests,"+	AllowInsecureKubeletCertificateSigningRequests featuregate.Feature = "AllowInsecureKubeletCertificateSigningRequests""
9b16b0dc97c3f353f60eb935a8a532ec82b5e18e,2024-07-21,added,CoordinatedLeaderElection,"+	CoordinatedLeaderElection featuregate.Feature = "CoordinatedLeaderElection""
62f96d2748285eb556705af7510d0065ff84a7b1,2024-07-22,added,ResourceHealthStatus,"+	ResourceHealthStatus featuregate.Feature = "ResourceHealthStatus""
21a3226925b54cb347d05af2ea8fa4845a4f1321,2024-05-11,removed,InTreePluginAWSUnregister,"-	InTreePluginAWSUnregister featuregate.Feature = "InTreePluginAWSUnregister""
21a3226925b54cb347d05af2ea8fa4845a4f1321,2024-05-11,removed,InTreePluginAzureDiskUnregister,"-	InTreePluginAzureDiskUnregister featuregate.Feature = "InTreePluginAzureDiskUnregister""
21a3226925b54cb347d05af2ea8fa4845a4f1321,2024-05-11,removed,InTreePluginAzureFileUnregister,"-	InTreePluginAzureFileUnregister featuregate.Feature = "InTreePluginAzureFileUnregister""
21a3226925b54cb347d05af2ea8fa4845a4f1321,2024-05-11,removed,InTreePluginGCEUnregister,"-	InTreePluginGCEUnregister featuregate.Feature = "InTreePluginGCEUnregister""
21a3226925b54cb347d05af2ea8fa4845a4f1321,2024-05-11,removed,InTreePluginOpenStackUnregister,"-	InTreePluginOpenStackUnregister featuregate.Feature = "InTreePluginOpenStackUnregister""
21a3226925b54cb347d05af2ea8fa4845a4f1321,2024-05-11,removed,InTreePluginvSphereUnregister,"-	InTreePluginvSphereUnregister featuregate.Feature = "InTreePluginvSphereUnregister""
9f36c8d718f4f8f663d456deabc20d8ee653e291,2024-07-15,added,DRAControlPlaneController,"+	DRAControlPlaneController featuregate.Feature = "DRAControlPlaneController""
b251efe0adcab7748b478311c256a00d4e0ad329,2024-07-10,added,DisableKubeletCSRAdmissionValidation,"+	DisableKubeletCSRAdmissionValidation featuregate.Feature = "DisableKubeletCSRAdmissionValidation""
4d535db8beeb2af83a4981153d8314697f7074ff,2024-06-27,added,AuthorizeNodeWithSelectors,"+	AuthorizeNodeWithSelectors featuregate.Feature = "AuthorizeNodeWithSelectors""
f7ca3131e0922563a561134b4ed9eed8d2bdd2c4,2024-06-24,added,ImageVolume,"+	ImageVolume featuregate.Feature = "ImageVolume""
bc63c412b91dcb9bb4b8ee82d9c92fc9effe270c,2024-06-30,added,AllowDNSOnlyNodeCSR,"+	AllowDNSOnlyNodeCSR featuregate.Feature = "AllowDNSOnlyNodeCSR""
9b1bad431b9f444089eb929a79f0bb3ed96096b1,2024-06-16,added,DisableAllocatorDualWrite,"+	DisableAllocatorDualWrite featuregate.Feature = "DisableAllocatorDualWrite""
171882b33b81c8643dfc46e675a39ad4257e505a,2024-05-01,added,ReloadKubeletServerCertificateFile,"+	ReloadKubeletServerCertificateFile featuregate.Feature = "ReloadKubeletServerCertificateFile""
552fd7e85084b4cbd3ae8e81ff13433e28dc8327,2024-05-30,added,SupplementalGroupsPolicy,"+	SupplementalGroupsPolicy featuregate.Feature = "SupplementalGroupsPolicy""
ce56b2ca58137a3c209f786aa70885c221dbd67d,2024-05-27,removed,JobReadyPods,"-	JobReadyPods featuregate.Feature = "JobReadyPods""
c8e91b9bc28338091b2ca594af901ae559a25444,2024-04-26,removed,CSIMigrationRBD,"-	CSIMigrationRBD featuregate.Feature = "CSIMigrationRBD""
c8e91b9bc28338091b2ca594af901ae559a25444,2024-04-26,removed,InTreePluginRBDUnregister,"-	InTreePluginRBDUnregister featuregate.Feature = "InTreePluginRBDUnregister""
6d7a194e853e77ad4a9850b30c6734175a576a08,2024-05-08,removed,ServiceNodePortStaticSubrange,"-	ServiceNodePortStaticSubrange featuregate.Feature = "ServiceNodePortStaticSubrange""
c2e61669369f30f0222798c1163c1dec0f0df79e,2024-04-23,removed,ConsistentHTTPGetHandlers,"-	ConsistentHTTPGetHandlers featuregate.Feature = "ConsistentHTTPGetHandlers""
282049cf0eaaa09a297780b33c8f0f9b23988dee,2024-04-23,removed,CSINodeExpandSecret,"-	CSINodeExpandSecret featuregate.Feature = "CSINodeExpandSecret""
a2fb1b51aca61d03a2081bc226ab01a641271ce6,2024-04-19,removed,DefaultHostNetworkHostPortsInPodTemplates,"-	DefaultHostNetworkHostPortsInPodTemplates featuregate.Feature = "DefaultHostNetworkHostPortsInPodTemplates""
06ecaef6136ef0a2356a5d0d7fafce031518e45a,2024-04-15,removed,ReadWriteOncePod,"-	ReadWriteOncePod featuregate.Feature = "ReadWriteOncePod""
ae01c2126fa705734e3cdb9a3a6516552be7dffe,2024-04-06,removed,SkipReadOnlyValidationGCE,"-	SkipReadOnlyValidationGCE featuregate.Feature = "SkipReadOnlyValidationGCE""
0b1a507b002dc3e566c836172ce9fe0d09d92bc1,2024-03-09,added,RecursiveReadOnlyMounts,"+	RecursiveReadOnlyMounts featuregate.Feature = "RecursiveReadOnlyMounts""
91a7708cdcea8cdb1d7db2cc8a27c57741e0cddc,2023-10-10,added,StorageVersionMigrator,"+	StorageVersionMigrator featuregate.Feature = "StorageVersionMigrator""
e216742672aa1bfd10b5cc84fa9191eddadeac72,2024-02-21,added,JobSuccessPolicy,"+	JobSuccessPolicy featuregate.Feature = "JobSuccessPolicy""
2d86cbf26168bca704689098eb6d5d03c2bdc45d,2024-03-05,added,AppArmorFields,"+	AppArmorFields featuregate.Feature = "AppArmorFields""
e568a77a931a1cf4239a4a5fa43e2b05bad3abdf,2024-03-05,added,JobManagedBy,"+	JobManagedBy featuregate.Feature = "JobManagedBy""
e56240b2e1b289e763117c6812cd8ee81bba2d01,2024-03-05,added,RelaxedEnvironmentVariableValidation,"+	RelaxedEnvironmentVariableValidation featuregate.Feature = "RelaxedEnvironmentVariableValidation""
8b447d8c97e8823b4308eb91cf7d75693e867c61,2024-02-21,added,PortForwardWebsockets,"+	PortForwardWebsockets featuregate.Feature = "PortForwardWebsockets""
996d11d4e877a54306ddeabffe2a64a0d5835aad,2024-02-23,added,ServiceTrafficDistribution,"+	ServiceTrafficDistribution featuregate.Feature = "ServiceTrafficDistribution""
03812ddb169725b0652744c2ecaa151f5c03887b,2024-02-24,removed,TranslateStreamCloseWebsocketRequests,"-	TranslateStreamCloseWebsocketRequests featuregate.Feature = "TranslateStreamCloseWebsocketRequests""
03812ddb169725b0652744c2ecaa151f5c03887b,2024-02-24,added,TranslateStreamCloseWebsocketRequests,"+	TranslateStreamCloseWebsocketRequests featuregate.Feature = "TranslateStreamCloseWebsocketRequests""
d7028a8ed50a64a1867fa067526971ab9183df1d,2024-02-06,added,SELinuxMount,"+	SELinuxMount featuregate.Feature = "SELinuxMount""
a05db0dd22a68a9c443a9f01cc1b8f6397fd6a9f,2024-01-19,added,RetryGenerateName,"+	RetryGenerateName featuregate.Feature = "RetryGenerateName""
73bec0f6d95533e49b4d3bd2fd1bf766b710cd7a,2024-01-05,removed,SecurityContextDeny,"-	SecurityContextDeny featuregate.Feature = "SecurityContextDeny""
55e1646fa42d4b2d02e9375d4ff72e29cf20b09f,2024-01-04,removed,CSIMigrationAzureFile,"-	CSIMigrationAzureFile featuregate.Feature = "CSIMigrationAzureFile""
4a7592f8a427ebbc36ef8855ce0bd8a0831f9970,2023-12-20,removed,LegacyServiceAccountTokenTracking,"-	LegacyServiceAccountTokenTracking featuregate.Feature = "LegacyServiceAccountTokenTracking""
fe29f47372ec0b22677e16e3e80d2596e863af0f,2023-11-28,removed,ExpandedDNSConfig,"-	ExpandedDNSConfig featuregate.Feature = "ExpandedDNSConfig""
fa31b4d30da74a381ab294a966c1d80a70544859,2023-12-01,removed,KubeletPodResources,"-	KubeletPodResources featuregate.Feature = "KubeletPodResources""
eb60b31e6ebf9952cfd45e3b762e918c50ce2ffc,2023-12-01,removed,KubeletPodResourcesGetAllocatable,"-	KubeletPodResourcesGetAllocatable featuregate.Feature = "KubeletPodResourcesGetAllocatable""
a20093aa07c890a91531d0ee5b0f35173bd8c22c,2023-12-01,removed,IPTablesOwnershipCleanup,"-	IPTablesOwnershipCleanup featuregate.Feature = "IPTablesOwnershipCleanup""
965b3634ff8c03a12c50549e80c5da7bc5d70ccb,2023-12-01,removed,MinimizeIPTablesRestore,"-	MinimizeIPTablesRestore featuregate.Feature = "MinimizeIPTablesRestore""
e13dca64cf0e74b79e090b786135943e5c527d7b,2023-12-01,removed,ProxyTerminatingEndpoints,"-	ProxyTerminatingEndpoints featuregate.Feature = "ProxyTerminatingEndpoints""
d8bd150784bb4825ae891dd0ec84625bdba0f2b8,2023-11-29,added,StorageNamespaceIndex,"+	StorageNamespaceIndex featuregate.Feature = "StorageNamespaceIndex""
a6e48ef978e51d816294b129ce305193d05a6231,2023-11-28,removed,ExperimentalHostUserNamespaceDefaulting,"-	ExperimentalHostUserNamespaceDefaultingGate featuregate.Feature = "ExperimentalHostUserNamespaceDefaulting""
57a5db8da3d6dfad4b78eddd2f1976f0223f9cfd,2023-11-24,removed,APISelfSubjectReview,"-	APISelfSubjectReview featuregate.Feature = "APISelfSubjectReview""
0fd136278209162dcca1a9395a0798a43b8f005a,2023-03-12,added,ClusterTrustBundleProjection,"+	ClusterTrustBundleProjection featuregate.Feature = "ClusterTrustBundleProjection""
26923b91e8cbd2d409e5d177ddd509429b76cb35,2023-09-27,added,KubeletSeparateDiskGC,"+	KubeletSeparateDiskGC featuregate.Feature = "KubeletSeparateDiskGC""
252e1d2dfee63e3165c4277ce1709d635df5132f,2023-10-23,added,RuntimeClassInImageCriApi,"+	RuntimeClassInImageCriAPI featuregate.Feature = "RuntimeClassInImageCriApi""
a70653143e928dbe657141f14117e4514681624e,2023-05-09,added,NFTablesProxyMode,"+	NFTablesProxyMode featuregate.Feature = "NFTablesProxyMode""
ae90a696772651962d36f324dc42fc803129a2cb,2023-10-31,added,VolumeAttributesClass,"+	VolumeAttributesClass featuregate.Feature = "VolumeAttributesClass""
76463e21d4dec90b4d49975b182a13e1fdb6b20a,2023-09-19,added,ServiceAccountTokenJTI,"+	ServiceAccountTokenJTI featuregate.Feature = "ServiceAccountTokenJTI""
76463e21d4dec90b4d49975b182a13e1fdb6b20a,2023-09-19,added,ServiceAccountTokenNodeBinding,"+	ServiceAccountTokenNodeBinding featuregate.Feature = "ServiceAccountTokenNodeBinding""
76463e21d4dec90b4d49975b182a13e1fdb6b20a,2023-09-19,added,ServiceAccountTokenNodeBindingValidation,"+	ServiceAccountTokenNodeBindingValidation featuregate.Feature = "ServiceAccountTokenNodeBindingValidation""
76463e21d4dec90b4d49975b182a13e1fdb6b20a,2023-09-19,added,ServiceAccountTokenPodNodeInfo,"+	ServiceAccountTokenPodNodeInfo featuregate.Feature = "ServiceAccountTokenPodNodeInfo""
ccda2d6fd413d02b9df2dd76ca643dfb42d62aaf,2023-07-10,added,SeparateTaintEvictionController,"+	SeparateTaintEvictionController featuregate.Feature = "SeparateTaintEvictionController""
2c2fa2107a68b8d9e668514b7574abfc03d2b8aa,2023-10-01,added,DisableNodeKubeProxyVersion,"+	DisableNodeKubeProxyVersion featuregate.Feature = "DisableNodeKubeProxyVersion""
77e0adeb31d251e3e426ad2bf7313cea235a79b3,2023-06-20,added,UserNamespacesPodSecurityStandards,"+	UserNamespacesPodSecurityStandards featuregate.Feature = "UserNamespacesPodSecurityStandards""
168998e87bfd49a1b0bc6402761fafd5ace3bb3b,2023-07-06,added,TranslateStreamCloseWebsocketRequests,"+	TranslateStreamCloseWebsocketRequests featuregate.Feature = "TranslateStreamCloseWebsocketRequests""
d992ea4b309a30efed4feef21773e65d2d6477ea,2023-10-06,added,ImageMaximumGCAge,"+	ImageMaximumGCAge featuregate.Feature = "ImageMaximumGCAge""
d5d3c26337af418555fe6f62f86b9aaf38dc59d3,2023-02-26,added,MatchLabelKeysInPodAffinity,"+	MatchLabelKeysInPodAffinity featuregate.Feature = "MatchLabelKeysInPodAffinity""
756128481957a107414d79bb5d0a1d3f6e92dec5,2023-10-17,removed,CSIMigrationvSphere,"-	CSIMigrationvSphere featuregate.Feature = "CSIMigrationvSphere""
27abf99148b8dc7ed90c35b9aa91f52f55868108,2023-10-16,removed,ProbeTerminationGracePeriod,"-	ProbeTerminationGracePeriod featuregate.Feature = "ProbeTerminationGracePeriod""
f69e1fed82f9b6602fb23eaa8e21f722f8ad0b55,2023-10-16,removed,TopologyManager,"-	TopologyManager featuregate.Feature = "TopologyManager""
fed4f16a7adf931a305868862c85e2fab235ad6b,2023-10-16,removed,SeccompDefault,"-	SeccompDefault featuregate.Feature = "SeccompDefault""
9327f3a1734fbbd354d1cc91ee4794b83a1025c1,2023-08-18,added,PodLifecycleSleepAction,"+	PodLifecycleSleepAction featuregate.Feature = "PodLifecycleSleepAction""
c2d473f0d438cedab2f1831d23457d24961e0f4e,2023-10-13,removed,MultiCIDRRangeAllocator,"-	MultiCIDRRangeAllocator featuregate.Feature = "MultiCIDRRangeAllocator""
84d5e7c8facf12b3b590f9f546241238a696fd2b,2023-09-25,removed,RetroactiveDefaultStorageClass,"-	RetroactiveDefaultStorageClass featuregate.Feature = "RetroactiveDefaultStorageClass""
14e7d97151e8d89b996707075df13d958d6cd699,2023-07-05,removed,JobTrackingWithFinalizers,"-	JobTrackingWithFinalizers featuregate.Feature = "JobTrackingWithFinalizers""
41adc93ca3a91abaa65ed2587668923b73171b8b,2023-08-30,removed,DownwardAPIHugePages,"-	DownwardAPIHugePages featuregate.Feature = "DownwardAPIHugePages""
7e7b67f2ccd38380120b6da2ccb10ae74970a7a6,2023-08-30,removed,GRPCContainerProbe,"-	GRPCContainerProbe featuregate.Feature = "GRPCContainerProbe""
6fc3d0ecefd2866e8b922d920baab1703d1cf9a8,2023-08-27,removed,CronJobTimeZone,"-	CronJobTimeZone featuregate.Feature = "CronJobTimeZone""
6fc3d0ecefd2866e8b922d920baab1703d1cf9a8,2023-08-27,removed,JobMutableNodeSchedulingDirectives,"-	JobMutableNodeSchedulingDirectives featuregate.Feature = "JobMutableNodeSchedulingDirectives""
6fc3d0ecefd2866e8b922d920baab1703d1cf9a8,2023-08-27,removed,LegacyServiceAccountTokenNoAutoGeneration,"-	LegacyServiceAccountTokenNoAutoGeneration featuregate.Feature = "LegacyServiceAccountTokenNoAutoGeneration""
a930892769177096c71da5f1cd622ffd9bd1dc66,2023-08-06,added,AllowServiceLBStatusOnNonLB,"+	AllowServiceLBStatusOnNonLB featuregate.Feature = "AllowServiceLBStatusOnNonLB""
3ac2899d2b5f436574854947f493401769682ca9,2023-06-09,added,LoadBalancerIPMode,"+	LoadBalancerIPMode featuregate.Feature = "LoadBalancerIPMode""
0d90d1ffa5e87dfc4d3098da7f281351c7ff1972,2023-08-09,removed,LoadBalancerIPMode,"-	LoadBalancerIPMode featuregate.Feature = "LoadBalancerIPMode""
5310dd7ff53d7b4efdaf38f1c3ceac03d4b4908b,2023-03-10,added,PersistentVolumeLastPhaseTransitionTime,"+	PersistentVolumeLastPhaseTransitionTime featuregate.Feature = "PersistentVolumeLastPhaseTransitionTime""
ce929520376417a9358067ad8576b10e734cb7a9,2023-07-18,removed,JobPodReplacementPolicy,"-	JobPodReplacementPolicy featuregate.Feature = "JobPodReplacementPolicy""
ce929520376417a9358067ad8576b10e734cb7a9,2023-07-18,added,JobPodReplacementPolicy,"+	JobPodReplacementPolicy featuregate.Feature = "JobPodReplacementPolicy""
cd5f3d9f9d5ae3153206178e6114d573dc24ad73,2023-03-29,added,UnknownVersionInteroperabilityProxy,"+	UnknownVersionInteroperabilityProxy featuregate.Feature = "UnknownVersionInteroperabilityProxy""
fcbfdc1710676ffd77ba4bbda384240293339db4,2023-07-13,added,JobBackoffLimitPerIndex,"+	JobBackoffLimitPerIndex featuregate.Feature = "JobBackoffLimitPerIndex""
37330a13924fcdf0d666974e0cda178a8a1800c1,2023-06-16,added,KubeletCgroupDriverFromCRI,"+	KubeletCgroupDriverFromCRI featuregate.Feature = "KubeletCgroupDriverFromCRI""
b57c7e2fe4bb466ff1614aa9df7cc164e90b24b6,2023-05-16,added,DevicePluginCDIDevices,"+	DevicePluginCDIDevices featuregate.Feature = "DevicePluginCDIDevices""
e6863757f4fd9b6997ca38dea549e3b370463db9,2023-06-09,added,LoadBalancerIPMode,"+	LoadBalancerIPMode featuregate.Feature = "LoadBalancerIPMode""
e38ab6d3671e7375baf39860cda514ca1e01916e,2023-07-16,added,JobPodReplacementPolicy,"+	JobPodReplacementPolicy featuregate.Feature = "JobPodReplacementPolicy""
34640772ed42c2fabb6a3406abce7723ae9f3207,2023-07-14,added,SchedulerQueueingHints,"+	SchedulerQueueingHints featuregate.Feature = "SchedulerQueueingHints""
c2c001a243ad807c1d304a8d63c9b7414e2b14f2,2023-05-27,added,PodHostIPs,"+	PodHostIPs featuregate.Feature = "PodHostIPs""
9b1c4c7b57f7fbdd776f5103c89ed1f461c295d0,2022-07-15,added,KubeProxyDrainingTerminatingNodes,"+	KubeProxyDrainingTerminatingNodes featuregate.Feature = "KubeProxyDrainingTerminatingNodes""
5d26bcd468bcdefda442933a3020d5e3765a1fbc,2023-05-10,added,SidecarContainers,"+	SidecarContainers featuregate.Feature = "SidecarContainers""
2fe38f93e53201b0c9e58aa6e3d37b8a61d2ca23,2023-07-06,added,CronJobsScheduledAnnotation,"+	CronJobsScheduledAnnotation featuregate.Feature = "CronJobsScheduledAnnotation""
cfa2fa6d7741d024adca7f1b1bd635c2df7eb93d,2023-06-27,added,PodIndexLabel,"+	PodIndexLabel featuregate.Feature = "PodIndexLabel""
cfa2fa6d7741d024adca7f1b1bd635c2df7eb93d,2023-06-27,removed,PodIndexLabel,"-	PodIndexLabel featuregate.Feature = "PodIndexLabel""
